figure_panel,regimen,biomarker,curve,time_day,value,units,digitization_note
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,30.5,11.4193,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,30.75,11.4193,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,31.0,11.4193,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,31.25,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,31.5,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,31.75,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,32.0,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,32.25,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,32.5,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,32.75,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,33.0,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,33.25,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,33.5,11.0723,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,33.75,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,34.0,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,34.25,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,34.5,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,34.75,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,35.0,10.8308,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,35.25,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,35.5,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,35.75,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,36.0,10.7357,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,36.25,10.6624,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,36.5,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,36.75,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,37.0,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,37.25,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,37.5,10.4604,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,37.75,10.6876,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,38.0,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,38.25,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,38.5,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,38.75,10.4094,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,39.0,10.3352,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,39.25,10.133,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,39.5,9.93477,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,39.75,9.74041,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,40.0,9.54985,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
C,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,IL6,p95_green,40.25,9.78626,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
