figure_panel,regimen,patient_rank_fraction,approx_virtual_patient_rank_if_N4500,tumor_change_percent_day84,units,digitization_note
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7340,3303,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7360,3312,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7380,3321,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7400,3330,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7420,3339,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7440,3348,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7460,3357,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7480,3366,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7500,3375,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7520,3384,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7540,3393,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7560,3402,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7580,3411,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7600,3420,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7620,3429,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7640,3438,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7660,3447,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7680,3456,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7700,3465,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7720,3474,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7740,3483,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7760,3492,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7780,3501,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7800,3510,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7820,3519,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7840,3528,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7860,3537,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7880,3546,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7900,3555,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7920,3564,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7940,3573,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7960,3582,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.7980,3591,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8000,3600,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8020,3609,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8040,3618,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8060,3627,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8080,3636,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8100,3645,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8120,3654,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8140,3663,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8160,3672,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8180,3681,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8200,3690,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8220,3699,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8240,3708,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8260,3717,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8280,3726,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8300,3735,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8320,3744,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8340,3753,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8360,3762,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8380,3771,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8400,3780,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8420,3789,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8440,3798,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8460,3807,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8480,3816,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
I,20 mg C1D1; 20 mg Day 1 subsequent cycles,0.8500,3825,-96.8172,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
